valence,year,acousticness,artists,danceability,duration_ms,energy,explicit,id,instrumentalness,key,liveness,loudness,mode,name,popularity,speechiness,tempo,artists_song
784,2010,177,Pitbull,7.979.999.999.999.990,215880,895,0,2sFU5bR4Nsk0SWtZZIc36r,0.0,5,358,-7.811,1,"Bon, Bon",54,216,127.967,"Pitbull - Bon, Bon"
611,2010,81.599.999.999.999,Yelawolf,785,311773,5.660.000.000.000.000,1,2A7ZlQRIhZhsJC7bk7hGNB,9.05e-05,1,799,-8.488,1,I Just Wanna Party,50,438,160.01,Yelawolf - I Just Wanna Party
939,2010,522,Gerardo Ortiz,6.779.999.999.999.990,237827,894,0,6Z5k18VPZu4b1IaIQmbecn,0.0,11,299,-2.093,1,La Ultima Sombra,57,537,115.13,Gerardo Ortiz - La Ultima Sombra
575,2010,443,One Direction,8.140.000.000.000.000,182005,295,0,1LmwMw97uG572wZ3hohkNt,0.0,2,113,-5.086,1,One Thing - Acoustic,59,338,125.025,One Direction - One Thing - Acoustic
271,2010,185,Lifehouse,363,181280,408,0,5ef3mAxAAjk93V6IpriOrz,2.94e-06,9,113,-10.861,0,From Where You Are,53,273,87.335,Lifehouse - From Where You Are
629,2010,18,3OH!3,581,190707,888,0,3o2ESAMet1zR1aASlzrIxO,0.0,0,413,-3.198,1,Double Vision,50,587,120.041,3OH!3 - Double Vision
473,2010,597,Canserbero,434,244062,758,0,2auNjgM4xIOANxtZT4Xe9z,2.93e-06,9,248,-4.807,0,Pensando en Ti,67,312,17.858.900.000.000.000,Canserbero - Pensando en Ti
968,2010,903,Gorillaz,893,202067,0.48,0,7twVmetQlugzgUqdMNjdJ4,0.0,9,102,-5.492.999.999.999.990,1,Doncamatic (feat. Daley),48,56,123.98,Gorillaz - Doncamatic (feat. Daley)
278,2010,288,Sara Bareilles,366,298098,482,0,0UgmLwOrTeOCUNwV07a5AD,655,5,117,-7.9,1,Breathe Again,54,278,16.967.700.000.000.000,Sara Bareilles - Breathe Again
362,2010,2.72e-05,Motionless In White,191,234773,917,1,2SEEXKberdYHCiKCAoUXyF,103,10,984,-4.289,0,Immaculate Misconception,51,852,162.336,Motionless In White - Immaculate Misconception
672,2010,147,Darius Rucker,601,216920,0.63,0,6NGqtkp6zbRmQnbRTehplQ,0.0,1,263,-6.874,1,Southern State Of Mind,49,276,154.879,Darius Rucker - Southern State Of Mind
411,2010,118,Mac Miller,691,246865,0.64,1,3ycf2bdoyYW6KFX0PL9NDO,1.03e-05,6,107,-7.962.999.999.999.990,1,Back In The Day,50,275,82.273,Mac Miller - Back In The Day
748,2010,282,Drake,495,328573,772,1,3cBUv0RIoEyAm2b7qimEY6,0.0,8,119,-4.851,1,Thank Me Now,48,425,71.295,Drake - Thank Me Now
866,2010,0.59,Calle 13,691,301427,805,0,1xuYajTJZh8zZrPRmUaagf,0.0,2,975,-6.81,0,"Latinoamérica (feat. Totó la Momposina, Susana Baca & Maria Rita)",65,947,142.503,"Calle 13 - Latinoamérica (feat. Totó la Momposina, Susana Baca & Maria Rita)"
931,2010,398,Plan B,8.909.999.999.999.990,190512,0.78,0,6nAlJuLlRlpAcq30xIqKJs,0.0,2,548,-6.416,0,¿Por Que Te Demoras?,59,701,95.998,Plan B - ¿Por Que Te Demoras?
944,2010,112,Vampire Weekend,785,178667,6.920.000.000.000.000,0,1W2ox3KxfTEQfO5NdOaK7E,505,9,326,-5.647,1,White Sky,47,776,102.019,Vampire Weekend - White Sky
789,2010,106,Yelawolf,662,221187,0.72,1,5siN7pZMRXaTQD61g1F3qD,392,1,499,-9.242,1,Trunk Muzik,49,0.12,135.253,Yelawolf - Trunk Muzik
269,2010,658,Mac Miller,434,217285,8.540.000.000.000.000,1,3O4d6DrxBDBgPxel0ANiHE,0.0,7,3.670.000.000.000.000,-3.779,1,Outside,50,0.14,8.130.199.999.999.990,Mac Miller - Outside
921,2010,599,La Adictiva Banda San José de Mesillas,747,235093,0.74,0,7By4VuCmrWOYVw0EnPt4bC,398,3,239,-3.213,1,Te Amo Y Te Amo,47,315,121.993,La Adictiva Banda San José de Mesillas - Te Amo Y Te Amo
228,2010,14,Kings of Leon,332,264013,586,0,1T76pppCs1bFBcVpRCWzxS,108,3,63,-6.307,0,The End,55,362,7.978.699.999.999.990,Kings of Leon - The End
962,2010,0.26,Intocable,614,203907,8.340.000.000.000.000,0,1iEu0w8EG4xkNpmzzy4SyP,0.0,7,166,-5.705,0,Eres Mi Droga,58,909,188.493,Intocable - Eres Mi Droga
156,2010,"5,57E+10",Gorillaz,259,243253,0.73,0,4EJFCpthcrP6oOUUXQZ22Z,767,0,166,-4.856,1,Glitter Freeze (feat. Mark E Smith),54,536,90.392,Gorillaz - Glitter Freeze (feat. Mark E Smith)
6.990.000.000.000.000,2010,793,Demi Lovato,637,199933,8.490.000.000.000.000,0,51NrdlQOSTeq0d6U7xRKsz,0.0,8,847,-4.348,1,"Can't Back Down - From ""Camp Rock 2: The Final Jam""",54,957,120.052,"Demi Lovato - Can't Back Down - From ""Camp Rock 2: The Final Jam"""
759,2010,561,Grupo Bryndis,619,224467,6.970.000.000.000.000,0,44lvXnHDwiOVMCTxz6kplB,194,10,0.18,-6.117.000.000.000.000,1,Mi Verdadero Amor,53,456,16.847.099.999.999.900,Grupo Bryndis - Mi Verdadero Amor
406,2010,1.62e-05,Daft Punk,0.43,197827,8.290.000.000.000.000,0,0mHayzmzEB485RkUCETcCL,879,1,358,-9.142,0,"TRON Legacy (End Titles) - From ""TRON: Legacy""/Score",53,43,101.974,"Daft Punk - TRON Legacy (End Titles) - From ""TRON: Legacy""/Score"
645,2010,193,Eminem,691,305680,0.96,1,1v54pVfqtSC7KbTu2C2pnM,0.0,4,626,-1.616,1,You’re Never Over,54,198,157.02,Eminem - You’re Never Over
411,2010,743,Tame Impala,398,266160,848,0,1jn1tS8R58gpxfgGNyRQph,65,1,173,-4.987,1,Desire Be Desire Go,48,579,15.096.200.000.000.000,Tame Impala - Desire Be Desire Go
182,2010,2.84e-05,Pendulum,0.42,252787,969,0,4Y2glvLjQGOb4dXnwm1hQf,861,1,379,-3.139,1,Witchcraft,63,581,17.403.799.999.999.900,Pendulum - Witchcraft
315,2010,8.46e-05,Disturbed,621,253387,967,0,3EZAnO8lnPCBCcJcwAZbEB,612,6,0.12,-2.35,1,Another Way to Die,53,692,112.017,Disturbed - Another Way to Die
923,2010,6.579.999.999.999.990,Glee Cast,0.5,164480,565,0,6wGPPtI5As8cXAGa3NYo6T,0.0,5,175,-6.205,0,We Need A Little Christmas,52,358,128.793,Glee Cast - We Need A Little Christmas
0.64,2010,496,Cody Jinks,7.070.000.000.000.000,179453,653,0,5ynCKGowYXsQ5yq8ylEwjS,0.0,7,684,-4.691,1,Been Around,48,423,123.038,Cody Jinks - Been Around
642,2010,33,My Chemical Romance,413,215960,988,0,1RT6zSjs59gJdFfUshT465,334,8,471,-2.165,1,Party Poison,52,745,162.954,My Chemical Romance - Party Poison
399,2010,852,Daft Punk,179,162120,1.669.999.999.999.990,0,0Jc2SfIHv63JNsUZpunh54,748,1,106,-23.408,1,Solar Sailer,51,394,124.266,Daft Punk - Solar Sailer
0.46,2010,325,Jason Aldean,573,200320,0.52,0,1truk7ew9nRnUrcR2c1AbL,0.0,9,125,-4.307,1,Just Passing Through,47,265,70.557,Jason Aldean - Just Passing Through
331,2010,126,All That Remains,521,238307,961,0,47fPXkWBYmYLcRCGrXgoYq,0.0,1,782,-2.338,0,The Last Time,51,611,103.027,All That Remains - The Last Time
0.38,2010,3.88e-05,Disturbed,0.52,276227,992,0,3VZWVvHjzkG60FyVUkTcy5,402,8,173,-2.386,1,Asylum,53,106,90.038,Disturbed - Asylum
0.68,2010,778,Kid Cudi,855,155693,825,1,4yCuBvbBvoJ9eVE7QB2Rkg,4,4,163,-5.964,0,The Mood,49,931,119.962,Kid Cudi - The Mood
161,2010,222,Tame Impala,0.45,362880,8.490.000.000.000.000,0,4m3GHOgCNZMv0we7H9j8Y8,455,5,792,-5.075,1,Expectation,48,57,139.925,Tame Impala - Expectation
787,2010,854,Enrique Iglesias,662,214760,942,0,1XS0Gyb2YyUgoxa8O67emr,0.0,3,117,-3.631,0,Dirty Dancer,50,72,133.03,Enrique Iglesias - Dirty Dancer
685,2010,496,Mac Miller,532,243067,0.78,1,4mct0q2LFayahb3ZNplTls,0.0,8,363,-6.47,0,Good Evening,49,426,115.509,Mac Miller - Good Evening
0.87,2010,274,Tierra Cali,0.83,187573,723,0,6bdCSQbpTMcXv1CYGGa8Ea,547,7,333,-6.983,1,En Cambio Tú,49,404,132.602,Tierra Cali - En Cambio Tú
0.82,2010,104,Cartel De Santa,8.240.000.000.000.000,250773,657,1,1OVQPo2Judn56c8VnUW9dT,0.0,0,0.17,-6.782,1,El Hornazo,47,228,8.903.200.000.000.000,Cartel De Santa - El Hornazo
6.559.999.999.999.990,2010,303,Black Eyed Peas,8.690.000.000.000.000,367413,794,0,61s24wRVyG7NP9m7EjdDKL,3.81e-06,0,0.07,-6.191,1,Don’t Stop The Party,63,984,12.802.200.000.000.000,Black Eyed Peas - Don’t Stop The Party
924,2010,585,Gerardo Ortiz,515,154947,938,0,6wMYwA7VyjkvTFUPj2LgyB,0.0,11,309,-1.941,1,El Trokero Lokochon,55,122,175.887,Gerardo Ortiz - El Trokero Lokochon
462,2010,134,Erykah Badu,618,337573,413,0,0ieS2bue78yadTdPiyzsaO,338,5,913,-9.311,0,Love Of My Life (An Ode To Hip Hop) - Longer Album Version,49,398,87.412,Erykah Badu - Love Of My Life (An Ode To Hip Hop) - Longer Album Version
813,2010,455,Selena,5.479.999.999.999.990,164120,688,0,7ii1YH0rOmpoRfH9HyY8To,0.0,7,72,-6.053,1,Amor Prohibido,57,372,179.842,Selena - Amor Prohibido
971,2010,0.57,Grupo Laberinto,736,246547,453,0,56Q4Pa6bmrha1zzAeJpfpH,0.0,10,468,-5.455,1,Nueve Caballos,51,464,123.88,Grupo Laberinto - Nueve Caballos
448,2010,295,Brantley Gilbert,0.47,252867,778,0,28ov70yrukmJDAFtiThdTS,225,5,354,-5.992.000.000.000.000,1,More Than Miles,47,37,152.005,Brantley Gilbert - More Than Miles
764,2010,511,Kendrick Lamar,644,210495,8.009.999.999.999.990,1,53mCo1wDJ12iZNq9LgIeg2,8.59e-06,7,614,-4.55,1,Ignorance Is Bliss,50,387,82.156,Kendrick Lamar - Ignorance Is Bliss
759,2010,162,MercyMe,623,178067,8.640.000.000.000.000,0,4LyO5F0qQrST8XIVEPPk6P,2.29e-06,9,242,-5.541,0,Move,47,52,106.009,MercyMe - Move
515,2010,564,Jack Johnson,0.59,210187,433,0,27uOuxKlQE9c1i4bh89Wg5,4.85e-05,9,214,-8.003,1,To The Sea,55,388,160.393,Jack Johnson - To The Sea
331,2010,65.299.999.999.999,Gorillaz,645,215507,777,0,46WOptLnXUtH3LOyYvmMO1,39,2,119,-7.235,1,Welcome to the World of the Plastic Beach (feat. Snoop Dogg and Hypnotic Brass Ensemble),54,418,88.455,Gorillaz - Welcome to the World of the Plastic Beach (feat. Snoop Dogg and Hypnotic Brass Ensemble)
346,2010,201,Escape the Fate,269,207400,904,0,6tO1amT2NLvgsBzBhHOR1S,0.0,5,312,-5.715,1,Ashley,52,188,177.423,Escape the Fate - Ashley
536,2010,181,Jason Aldean,0.52,213720,0.68,0,1at2b42OcAN90gQNXwxVKU,3.12e-06,6,197,-4.649,1,I Ain't Ready to Quit,47,291,75.953,Jason Aldean - I Ain't Ready to Quit
462,2010,648,Jack Johnson,617,219920,315,0,74RKxVxJSh54RBZfX6y4GY,6.31e-06,5,102,-10.725,1,Only The Ocean,55,267,8.010.300.000.000.000,Jack Johnson - Only The Ocean
338,2010,977,Pyotr Ilyich Tchaikovsky,422,189085,461,0,11WQasJcGWgh3mvR1UiBcm,8.390.000.000.000.000,10,557,-26.781,1,"Tchaikovsky: The Nutcracker, Op. 71, TH 14: Miniature Overture",53,0.04,118.931,"Pyotr Ilyich Tchaikovsky - Tchaikovsky: The Nutcracker, Op. 71, TH 14: Miniature Overture"
496,2010,679,Lifehouse,653,226280,0.85,0,3oQLJ4CkXlnrFE13CTsk68,0.0,7,895,-50.710.000.000.000.000,1,Falling In,48,283,122.735,Lifehouse - Falling In
324,2010,3.48e-05,Motionless In White,368,172920,889,0,5xIEuJaUD6DEazs4Fu63vZ,295,6,282,-4.578,1,Abigail,50,639,91.751,Motionless In White - Abigail
931,2010,914,Bring Me The Horizon,415,298480,8.059.999.999.999.990,0,4DPoSUdIOAsXICe1SRujzf,5.47e-05,0,681,-7.585,0,Don't Go,50,771,13.005.700.000.000.000,Bring Me The Horizon - Don't Go
983,2010,988,Wolfgang Amadeus Mozart,209,575760,314,0,5iNbFdlGQ7d1y2HfIfvdNP,0.84,10,102,-26.249,1,"Piano Concerto No.20 in D minor, K.466: 2. Romance - Live At Severance Hall, Cleveland / 2010",56,343,8.162.899.999.999.990,"Wolfgang Amadeus Mozart - Piano Concerto No.20 in D minor, K.466: 2. Romance - Live At Severance Hall, Cleveland / 2010"
589,2010,84,Justin Bieber,711,234933,7.170.000.000.000.000,0,7wj1Lb5ggzMWJ9TqZJ2dwo,0.0,0,0.09,-4.317,1,Up,54,396,125.949,Justin Bieber - Up
911,2010,0.28,Brantley Gilbert,7.559.999.999.999.990,278493,726,0,13KyJdVV5uKFdwwkJiK7Vc,1.24e-06,7,125,-8.279,1,Dirt Road Anthem (Revisited),47,471,129.999,Brantley Gilbert - Dirt Road Anthem (Revisited)
684,2010,554,The National,0.39,275933,8.340.000.000.000.000,0,61yQP9FDS7ukp4eAVTdwit,0.18,9,103,-6.367.000.000.000.000,1,Bloodbuzz Ohio,56,444,157.077,The National - Bloodbuzz Ohio
845,2010,0.52,La Arrolladora Banda El Limón De Rene Camacho,7.020.000.000.000.000,188413,584,0,2UZoSuDO0D6y9bW9Z3Hkng,0.0,3,102,-62.479.999.999.999.900,1,Niña De Mi Corazón,56,283,114.037,La Arrolladora Banda El Limón De Rene Camacho - Niña De Mi Corazón
687,2010,311,Lil Wayne,715,262440,745,1,2k79z9A1dbdQ8gQG8M1Zz5,0.0,9,823,-5.71,1,Gonorrhea,47,0.25,148.042,Lil Wayne - Gonorrhea
557,2010,138,Kanye West,534,292093,925,0,76mzio0HuYMaCfIDd5EU1w,0.0,0,7.090.000.000.000.000,-4.945,0,POWER - Album Version (Edited),48,0.14,154.072,Kanye West - POWER - Album Version (Edited)
694,2010,451,Daft Punk,5.429.999.999.999.990,205480,509,0,08DBDmvEgY2ZTVMVH2A8lt,7.340.000.000.000.000,1,112,-14.745,0,The Game Has Changed,50,418,99.974,Daft Punk - The Game Has Changed
257,2010,861,Beach House,612,288720,476,0,6asU049doNupkVllo61luh,44,8,147,-8.256,1,Zebra,47,275,118.381,Beach House - Zebra
0.68,2010,402,Zac Brown Band,606,277280,565,0,2J6ra8Qii3nQO1eepvWWLR,1.64e-05,6,699,-74.129.999.999.999.900,1,Let It Go,48,331,161.988,Zac Brown Band - Let It Go
5.539.999.999.999.990,2010,474,Tierra Cali,665,201853,742,0,7sujkj5HnuHmCuhIRpY8YL,9.35e-05,0,116,-5.933,1,Si Tú Te Vas,48,373,125.164,Tierra Cali - Si Tú Te Vas
352,2010,351,Kings of Leon,459,284600,624,0,2WC9lgtfcApmuCqrNV6Nov,6.75e-05,0,111,-64.620.000.000.000.000,1,Pickup Truck,53,488,154.703,Kings of Leon - Pickup Truck
224,2010,462,Josh Turner,617,212693,465,0,3ga3cmO4mb9dMhysyJUEaH,308,2,885,-7.945,1,I Wouldn't Be A Man,48,291,130.85,Josh Turner - I Wouldn't Be A Man
836,2011,316,Plan B,944,183133,8.740.000.000.000.000,0,7Fmf6fTY42XwGIgQQR69CU,0.0,2,374,-3.814,0,Frikitona,61,175,120.056,Plan B - Frikitona
586,2011,105,Arctic Monkeys,339,225987,932,0,3UZfvX4ky5C4mblUIR0LE1,114,4,255,-5.017,1,Suck It and See,49,57,128.291,Arctic Monkeys - Suck It and See
5.870.000.000.000.000,2011,305,Hollywood Undead,645,238573,8.959.999.999.999.990,0,0AHJTnZiaOO4FhTJZxNQ9j,0.0,10,186,-3.931,0,I Don’t Wanna Die,54,976,13.999.200.000.000.000,Hollywood Undead - I Don’t Wanna Die
172,2011,863,Michael Bublé,211,260096,197,0,2rDeOU9Y1xRvvIhaqHEoxW,7.44e-05,5,891,-11.617,0,The Christmas Song (Chestnuts Roasting on an Open Fire),57,336,176.287,Michael Bublé - The Christmas Song (Chestnuts Roasting on an Open Fire)
378,2011,506,Jessie J,6.629.999.999.999.990,195240,8.440.000.000.000.000,1,6cSGSXvgioQxGQbM9VRe1G,0.0,2,364,-3.672,1,Do It Like A Dude,49,487,140.041,Jessie J - Do It Like A Dude
507,2011,922,Bon Iver,489,316800,249,0,6UI6aabe8NSRgTVySHn6CP,597,9,112,-12.812,1,Beth/Rest,51,323,128.171,Bon Iver - Beth/Rest
615,2011,458,Los Bukis,778,231520,0.49,0,62kDLRQwHua33e3fLrOVPJ,2.49e-06,7,216,-11.382,1,Si Ya No Te Vuelvo A Ver,54,315,97.546,Los Bukis - Si Ya No Te Vuelvo A Ver
0.7,2011,0.02,Big Sean,765,197760,695,1,67W5fd1ld7dqHNCfaQu52I,437,2,0.13,-6.57,1,Dance (A$$),49,342,159.865,Big Sean - Dance (A$$)
0.21,2011,8.370.000.000.000.000,C418,539,41500,198,0,4B6A1T91lF1IRKkBVwUzWe,549,11,359,-31.238.000.000.000.000,0,Death,54,835,58.309,C418 - Death
488,2011,281,Lady A,657,197800,7.140.000.000.000.000,0,7BSZJLXPTktuZZAe8VYbbF,145,1,838,-6.965,1,We Owned The Night,51,273,99.991,Lady A - We Owned The Night
621,2011,895,Radiohead,721,300219,6.759.999.999.999.990,0,1amSa5xo79zINsgrpNlNge,336,2,826,-8.78,0,Lotus Flower,58,321,127.997,Radiohead - Lotus Flower
0.36,2011,388,JAY-Z,561,272853,645,1,3SIgBSv9D8Nm3CvP0o0Q9Z,7.43e-05,10,142,-6.808,0,New Day,54,707,91.012,JAY-Z - New Day
519,2011,5,Red Hot Chili Peppers,0.56,208000,953,0,4RU7rnJBOXCzWmsLDqUaFC,1.6e-05,7,226,-2.372,0,Look Around,59,851,111.911,Red Hot Chili Peppers - Look Around
451,2011,363,Jill Scott,7.090.000.000.000.000,275400,7.040.000.000.000.000,0,78mehkHd1WUDxhcLXkbrLb,0.0,8,344,-6.021,1,So In Love - feat. Anthony Hamilton,52,486,102.003,Jill Scott - So In Love - feat. Anthony Hamilton
871,2011,155,Chris Young,6.859.999.999.999.990,158293,816,0,4elsQHzndSMtjrsbcwnZgf,0.0,3,252,-5.952.999.999.999.990,1,I Can Take It From There,49,318,113.939,Chris Young - I Can Take It From There
7.020.000.000.000.000,2011,158,George Strait,713,213307,782,0,5dHTF27CQvA7ktMvytr0Qc,5.55e-06,3,0.26,-4.597,1,Write This Down,48,267,123.89,George Strait - Write This Down
688,2011,172,Calibre 50,649,259560,0.68,0,3RqnWbtQpoeoU7EpS5H7VS,0.0,3,161,-2.652,1,El Tierno Se Fue,57,752,154.951,Calibre 50 - El Tierno Se Fue
38,2011,973,M83,408,322760,0.76,0,6XDFFeinPXgy3auyC7huoC,"7,29E+10",6,112,-6.843.999.999.999.990,1,Intro,49,316,105.008,M83 - Intro
731,2011,597,Snoop Dogg,813,195987,732,0,0R7YVi7w41Dr9jU5vblAok,137,7,826,-5.636,1,Sweat - Remix,64,0.03,130.02,Snoop Dogg - Sweat - Remix
5.820.000.000.000.000,2011,318,3OH!3,642,197602,861,1,0R97k5AJy1udJI6mGV82FJ,0.0,4,0.23,-3.837,1,Dirty Mind,52,294,92.912,3OH!3 - Dirty Mind
0.84,2011,153,Zacarias Ferreira,914,170000,574,0,6L9wywKl1K9LjgE86guVH3,0.0,2,174,-63.320.000.000.000.000,0,Si Tu Me Dices Ven (Hd Digital Remastered),52,443,109.953,Zacarias Ferreira - Si Tu Me Dices Ven (Hd Digital Remastered)
0.16,2011,571,Mac Miller,628,149385,858,1,6jkdt7GDct9kwhps4KGJr8,0.0,0,276,-5.629,0,Blue Slide Park,50,282,95.515,Mac Miller - Blue Slide Park
436,2011,152,Sade,0.73,378627,544,0,3q5YxzWc8Sx10l4nbUomIZ,115,1,121,-9.231,1,Cherish the Day - Remastered,56,466,80.029,Sade - Cherish the Day - Remastered
838,2011,595,Tierra Cali,861,206000,691,0,1hKrFx2CqcPYCjtlqdFJEm,569,7,112,-5.461,1,400 Mil Veinte Años,50,118,106.908,Tierra Cali - 400 Mil Veinte Años
316,2011,489,Ellie Goulding,529,276627,804,0,4qxUFzBKlmP98kIRKFszju,0.69,1,779,-4.882,1,Lights - Bassnectar Remix - Bonus Track,48,29,140.004,Ellie Goulding - Lights - Bassnectar Remix - Bonus Track
502,2011,968,Bon Iver,563,232440,346,0,4cawaZVzboa3UYqgR4kalj,233,0,115,-15.504,0,"Minnesota, WI",51,428,119.936,"Bon Iver - Minnesota, WI"
385,2011,457,Set It Off,392,182533,0.92,0,6p55bkwk9a7nq8UoTG4Bxt,0.0,11,268,-3.638,0,Horrible Kids,52,166,17.009.799.999.999.900,Set It Off - Horrible Kids
0.67,2011,5.329.999.999.999.990,Kendrick Lamar,0.51,161138,537,1,3DBFOXJKitLKUjlyOCX7ow,0.0,4,185,-11.297,0,Chapter Six,51,823,67.9,Kendrick Lamar - Chapter Six
768,2011,923,Bon Iver,508,250200,466,0,4lGb7vjGqK8OZhXRozj0Go,1.689.999.999.999.990,11,622,-11.504,1,Calgary,51,35,119.952,Bon Iver - Calgary
7.709.999.999.999.990,2011,274,Mat Kearney,622,177613,805,0,2eLplOs3tISvZMpdZmirUh,105,5,113,-6.617.999.999.999.990,1,Hey Mama,48,202,8.998.100.000.000.000,Mat Kearney - Hey Mama
513,2011,126,The Strokes,515,255240,6.970.000.000.000.000,0,4ileLT7ldd2uX8bMemWqbm,343,6,912,-5.85,0,Life Is Simple in the Moonlight,54,313,134.893,The Strokes - Life Is Simple in the Moonlight
195,2011,118,Demi Lovato,5.760.000.000.000.000,240093,687,0,7p7lNE4QGhtR3p4DokE0qP,0.0,11,979,-4.147,0,For the Love of a Daughter,52,379,115.015,Demi Lovato - For the Love of a Daughter
301,2011,"2,86E+10",Foo Fighters,0.42,286467,914,0,0bHD1nLe7Nhw55ZGJ92332,282,6,0.22,-4.322,0,Bridge Burning,57,43,170.199,Foo Fighters - Bridge Burning
316,2011,516,J. Cole,0.42,283067,726,1,1Yl4UBgyoHPgyne7rEsFZp,0.0,3,907,-7.113,0,Dollar And A Dream III,51,415,76.585,J. Cole - Dollar And A Dream III
551,2011,289,Beyoncé,799,293133,715,0,6JoIs4XLvBgjZOkKnyuPPv,0.0,4,339,-5.481,1,Schoolin' Life,53,822,124.04,Beyoncé - Schoolin' Life
591,2011,105,Meek Mill,4.920.000.000.000.000,261040,902,1,646iHsrMsAeI48Z2qU8WKf,0.0,8,877,-2.715,0,House Party (feat. Young Chris),49,308,161.219,Meek Mill - House Party (feat. Young Chris)
0.66,2011,0.25,Amy Winehouse,696,166960,616,0,7F5rIyOI88zk36AiBXC8xq,4.35e-06,9,107,-5.144,0,The Girl From Ipanema,59,47,138.059,Amy Winehouse - The Girl From Ipanema
809,2011,5.760.000.000.000.000,Jenni Rivera,476,223813,525,0,4sT4lDZR7uwgYxEmiqZvEQ,0.0,0,716,-4.348,1,Resulta - Banda,58,121,176.165,Jenni Rivera - Resulta - Banda
7.509.999.999.999.990,2011,275,Glee Cast,0.64,207947,8.959.999.999.999.990,0,5iYUt3rsgrGFU0nugdhYwj,0.0,6,147,-3.221,0,Rumour Has It / Someone Like You (Glee Cast Version),58,789,123.071,Glee Cast - Rumour Has It / Someone Like You (Glee Cast Version)
509,2011,473,Simple Plan,498,207293,969,0,3GwO5wdLdYbuVFFKXOEyya,369,9,627,-3.662,1,Last One Standing,47,747,167.116,Simple Plan - Last One Standing
645,2011,128,Foo Fighters,632,267560,7.340.000.000.000.000,0,5TOYgNohZAFEPOtnchPhZS,1.04e-05,9,337,-5.178.999.999.999.990,1,Arlandria,58,375,116.337,Foo Fighters - Arlandria
611,2011,0.15,Tally Hall,4.970.000.000.000.000,208293,7.440.000.000.000.000,0,3rM10JnYLTVRFBqzMe9Q6Q,2.59e-05,2,133,-6.847,1,Cannibal,50,368,154.534,Tally Hall - Cannibal
141,2011,331,Glee Cast,419,227853,5.489.999.999.999.990,0,2IIdrejPZuHHFpc3LbTtEK,0.0,2,73,-56.960.000.000.000.000,1,Get It Right (Glee Cast Version),59,322,83.555,Glee Cast - Get It Right (Glee Cast Version)
591,2011,252,The Front Bottoms,585,229933,782,0,2rjfMLL1FjrZUNEuHgibYp,0.0,5,108,-43.610.000.000.000.000,0,Father,48,46,133.011,The Front Bottoms - Father
184,2011,933,Florence + The Machine,491,333467,5.660.000.000.000.000,0,3RiOPzAvhNKuMIdPYOrKV8,226,0,114,-6.445,0,What The Water Gave Me,48,319,124.091,Florence + The Machine - What The Water Gave Me
0.37,2011,746,Lupe Fiasco,445,256960,928,1,5AcOdoDOQOKtPlAM1FqBO8,0.0,10,343,-3.532,0,Words I Never Said (feat. Skylar Grey),51,304,107.576,Lupe Fiasco - Words I Never Said (feat. Skylar Grey)
423,2011,829,Luke Bryan,5.770.000.000.000.000,236293,8.390.000.000.000.000,0,2ureHr8RL277yPUXHJBJPq,1.62e-06,0,999,-3.535,1,Muckalee Creek Water,50,394,132.063,Luke Bryan - Muckalee Creek Water
545,2011,2.44e-05,blink-182,531,257520,969,1,2qg7jm9wp4HM6CMcZxVYOC,263,11,912,-3.967,1,Ghost On The Dance Floor,48,574,103.507,blink-182 - Ghost On The Dance Floor
8.059.999.999.999.990,2011,3.74e-05,Nickelback,5.589.999.999.999.990,200667,967,0,4i76vmvahz5a4MhinU59sI,276,10,328,-3.157,0,This Means War,54,777,13.399.200.000.000.000,Nickelback - This Means War
228,2011,284,Beyoncé,371,239467,0.84,0,76KTeba6u3LfBL4EsCZaTe,4.79e-06,0,135,-6.021,1,I Care,54,292,86.934,Beyoncé - I Care
61,2011,375,C418,563,96234,348,0,446uS2hk2kGLzVqWHnCApg,911,0,172,-17.67,1,Droopy Likes Ricochet,52,308,94.632,C418 - Droopy Likes Ricochet
184,2011,998,Red Hot Chili Peppers,355,338333,0.87,0,2pAho4WqtK5hQtgImHzT74,111,7,114,-3.82,1,Brendan's Death Song,58,125,114.484,Red Hot Chili Peppers - Brendan's Death Song
0.96,2011,758,Sade,687,256147,684,0,28XDE6yXI6Bp4U3nLSGqzp,808,9,441,-5.181,0,Smooth Operator - Remastered,61,32,119.193,Sade - Smooth Operator - Remastered
731,2011,518,Arctic Monkeys,505,234920,898,0,5qm8ISXOho1EvFj6e4f4bG,236,7,173,-49.060.000.000.000.000,1,She's Thunderstorms,48,329,118.929,Arctic Monkeys - She's Thunderstorms
232,2011,49,Skrillex,596,301987,921,0,1ShWHEgisDGPl9G3g85ANu,19,11,536,-2.5,0,Breakn' a Sweat,56,74,139.969,Skrillex - Breakn' a Sweat
272,2011,5.720.000.000.000.000,Amy Winehouse,454,264267,378,0,2G4rsUWjuBb6vPrUm01etb,5.78e-06,9,956,-8.986,1,Wake Up Alone - Original Recording,58,61,169.757,Amy Winehouse - Wake Up Alone - Original Recording
199,2011,429,Kendrick Lamar,465,227291,8.540.000.000.000.000,1,7AaET28qSzlkFBcySHh4ES,0.0,7,618,-7.564,1,Keisha's Song (Her Pain) (feat. Ashtro Bot),51,377,85.126,Kendrick Lamar - Keisha's Song (Her Pain) (feat. Ashtro Bot)
