mode,genres,acousticness,danceability,duration_ms,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,popularity,key
1,modern dream pop,24.765.465.730.994.100,5.171.388.888.888.880,24.360.225.292.397.600,6.780.043.859.649.120,3.914.612.137.134.500,14.661.008.771.929.800,-7.113.540.935.672.510,35.979.093.567.251.400,12.525.475.730.994.100,4.797.257.309.941.520,5.394.883.040.935.670,2
1,modern folk rock,38.731.572.350.925.900,6.033.406.049.382.710,2.715.269.139.814.810,5.788.694.135.802.460,7.754.946.025.030.860,1.781.992.101.851.850,-8.781.113.311.728.390,5.663.988.981.481.480,11.926.478.686.111.100,5.502.482.623.456.780,5.188.553.395.061.720,7
1,modern funk,25.996.807.715.760.100,6.573.985.271.405.600,3.006.894.733.628.440,6.113.642.341.996.900,3.400.586.546.577.070,16.239.281.588.186.000,-933.573.234.543.769,5.949.870.475.361.530,11.188.376.740.376.600,6.650.831.624.353.750,409.305.581.743.531,0
1,modern hard rock,8.407.787.700.000.000,5.536.479.999.999.990,22.927.854.533.333.300,7.246.733.333.333.330,8.138.149.720.000.000,19.005.193.333.333.300,-7.396.834.666.666.660,5.606.033.333.333.330,11.451.419.666.666.600,5.083.166.666.666.660,4.642.066.666.666.660,11
1,modern indie pop,5.015.710.416.666.660,6.122.395.833.333.330,19.906.146.875.000.000,4.149.760.416.666.660,6.512.220.041.666.660,26.827.343.749.999.900,-10.808.916.666.666.600,15.422.083.333.333.300,11.044.918.750.000.000,4.697.197.916.666.660,7.131.770.833.333.330,1
1,modern jazz piano,7.068.142.857.142.850,4.693.174.603.174.600,35.679.265.079.365.000,18.943.492.063.492.000,6.365.451.025.396.820,15.902.539.682.539.600,-2.116.034.920.634.920,5.458.730.158.730.150,9.173.942.857.142.850,1.982.888.888.888.880,4.907.936.507.936.500,3
1,modern jazz trio,7.061.666.666.666.660,4.843.666.666.666.660,2.962.364.333.333.330,2.784.466.666.666.660,7.957.666.666.666.660,14.849.666.666.666.600,-1.687.383.333.333.330,5.205.333.333.333.330,11.239.813.333.333.300,34.804,4.753.333.333.333.330,0
1,modern old-time,4.364.974.358.974.350,5.310.128.205.128.200,22.703.135.897.435.800,614.025.641.025.641,"2,53E+10",1.975.948.717.948.710,-7.485.384.615.384.610,5.744.358.974.358.970,1.392.380.641.025.640,7.533.846.153.846.150,4.380.769.230.769.230,7
1,modern performance,8.335.999.999.999.990,3.209,402460.0,19.841,6.076.417.600.000.000,13.489,-21.334.000.000.000.000,4.075.999.999.999.990,118.837,21.369.000.000.000.000,31.8,10
1,modern power pop,12.739.157.502.449.400,4.666.735.100.100.640,18.756.411.779.620.900,8.098.190.139.692.240,14.815.293.119.189.400,21.876.154.637.612.600,-630.122.448.039.822,4.710.234.136.078.670,12.812.797.978.160.900,5.307.926.640.353.110,4.424.953.557.180.440,6
0,modern psychedelic folk,422,7.246.666.666.666.660,32.865.333.333.333.300,7.090.000.000.000.000,23.266.666.666.666.600,6.026.666.666.666.660,-12.085.333.333.333.300,3.783.333.333.333.330,136.247,7.586.666.666.666.660,56.0,11
0,modern reggae,19.635.785.255.759.500,7.100.995.824.566.420,2.446.042.387.631.220,5.846.384.214.512.950,625.979.146.504.682,16.080.803.033.771.500,-7.751.943.002.926.040,2.124.565.191.202.790,11.804.202.417.743.900,6.828.320.240.900.650,4.931.428.682.242.300,10
1,modern rock,16.007.833.629.051.700,5.424.709.730.954.330,23.410.679.931.995.100,7.131.998.703.294.790,6.833.928.888.374.700,19.068.131.888.868.700,-64.958.686.138.260.200,6.318.310.411.649.870,12.447.297.889.674.600,4.848.656.846.592.050,5.340.301.013.751.390,7
0,modern salsa,3.949.145.347.495.720,6.561.403.110.951.980,29.104.903.172.614.000,6.840.359.231.411.860,"2,96E+11",15.588.202.450.570.800,-7.440.757.648.088.470,5.467.476.031.348.210,11.229.688.978.398.300,8.101.927.755.897.680,4.872.333.611.807.290,5
1,modern ska punk,10.545.290.475.946.200,5.349.771.721.611.720,20.053.965.452.503.000,8.324.280.879.120.870,6.557.351.214.014.650,25.075.241.196.581.100,-5.337.105.592.185.590,9.310.788.864.468.860,1.326.639.170.866.910,6.706.191.233.211.230,42.196.864.468.864.400,11
1,modern southern rock,15.040.448.863.636.300,5.567.300.505.050.500,2.666.170.452.020.200,6.921.967.171.717.170,52.132.984.383.838.300,1.862.237.373.737.370,-6.965.736.868.686.860,5.692.997.474.747.470,11.621.466.717.171.700,5.767.674.242.424.240,4.466.212.121.212.120,11
1,modern string quartet,8.313.636.363.636.360,3.794.545.454.545.450,3.005.430.909.090.900,2.167.090.909.090.900,7.713.636.363.636.360,13.197.272.727.272.700,-17.308.181.818.181.800,399,11.293.927.272.727.200,2.163.181.818.181.810,3.945.454.545.454.540,10
1,modern swing,791,473,258216.0,974,703,0.24,-3.42,108,173.007,405,0.0,9
1,modern uplift,46.690.909.090.909.000,5.152.727.272.727.270,2.027.189.090.909.090,8.602.727.272.727.270,0.0,14.976.363.636.363.600,-32.061.818.181.818.100,5.884.545.454.545.450,1.487.606.363.636.360,5.992.727.272.727.270,5.536.363.636.363.630,10
1,modular synth,4.270.000.000.000.000,402,304027.0,306,8.370.000.000.000.000,0.96,-19.818,343,144.944,432,34.0,8
1,moldovan pop,9.723.888.888.888.890,7.415.000.000.000.000,22.849.033.333.333.300,8.890.555.555.555.550,7.738.888.888.888.880,1.371.611.111.111.110,-41.499.444.444.444.400,407,12.970.405.555.555.500,4.901.444.444.444.440,4.255.555.555.555.550,0
1,mollywood,866,48.391.999.999.999.900,230839.08,4.072,35.582.800.000.000.000,19.408.000.000.000.000,-1.022.988,14.114.000.000.000.000,8.488.044.000.000.000,63.588,9.92,5
1,mongolian hip hop,1.635,7.905,145398.5,4.884.999.999.999.990,7.195,3.772,-94.365,1.845,92.035,43.485,0.0,10
1,mongolian pop,1.635,7.905,145398.5,4.884.999.999.999.990,7.195,3.772,-94.365,1.845,92.035,43.485,0.0,10
0,monterrey indie,206,506,228581.0,614,205,889,-4.628,312,99.783,371,4.0,5
1,montreal indie,2.730.122.222.222.220,7.471.527.777.777.770,22.495.126.388.888.800,543.875,24.927.163.888.888.800,26.022.222.222.222.200,-8.181.902.777.777.770,12.945.833.333.333.300,96.617.625,4.965.666.666.666.660,5.908.333.333.333.330,7
1,moog,6.890.538.370.207.570,36.864.757.997.558.000,3.397.503.296.068.370,3.109.395.457.875.450,6.092.954.827.838.820,1.381.513.347.985.340,-18.596.051.902.319.900,4.688.573.431.013.430,10.552.403.205.372.400,39.570.919.169.719.100,2.710.074.236.874.230,5
1,moombahton,6.991.886.655.701.750,6.611.713.815.789.470,2.430.963.500.548.240,8.039.730.811.403.500,1.657.671.348.969.290,2.468.139.309.210.520,-4.383.256.688.596.490,8.715.808.662.280.700,1.240.152.114.035.080,5.076.823.793.859.640,5.627.900.219.298.240,1
1,morna,77.875,61.775,270966.75,455,23.080.000.000.000.000,14.657.499.999.999.900,-11.742,35.875,1.086.985,607,55.25,4
0,motivation,3.919.921.875.000.000,6.812.812.499.999.990,4.567.584.375,3.334.609.375,"1,28E+05",27.131.562.499.999.900,-15.542.999.999.999.900,9.462.187.499.999.990,1.064.564.765.625,5.232.140.625,168.203.125,10
1,motown,4.100.016.359.245.040,5.975.654.217.273.640,2.303.824.320.512.760,5.350.623.105.267.510,355.414.187.178.228,18.386.651.305.577.600,-10.489.958.324.622.700,5.480.121.115.356.420,11.719.668.035.704.800,6.688.394.259.644.830,3.555.586.858.346.770,0
1,mountain dulcimer,918.900.381.150.381,4.076.183.298.683.290,1.926.759.785.169.780,15.306.240.471.240.400,3.588.249.844.074.840,28.107.836.105.336.100,-20.122.170.824.670.800,5.613.284.823.284.820,11.148.859.546.084.500,35.446.649.341.649.300,12.355.855.855.855.800,7
1,movie tunes,7.305.327.615.640.860,4.840.912.347.618.550,17.886.672.533.228.500,3.552.235.843.316.360,6.481.355.774.583.860,21.215.494.612.549.000,-13.606.290.402.334.100,9.453.949.029.388.140,11.080.077.171.449.600,4.846.114.215.693.360,43.020.155.361.931.000,0
1,mpb,5.243.797.469.394.040,5.596.051.333.633.430,21.484.523.946.780.700,5.153.092.628.191.340,7.673.686.958.333.930,18.871.636.263.459.300,-11.270.216.284.845.300,6.430.362.015.437.320,1.169.322.551.918.480,6.326.844.675.004.240,42.000.421.778.450.600,4
1,music box,637.926.923.076.923,5.214.326.923.076.920,122.365.375,2.592.673.076.923.070,441.060.698.076.923,13.391.153.846.153.800,-16.015.076.923.076.900,55.855.769.230.769.200,9.958.547.115.384.610,2.711.980.769.230.760,2.595.192.307.692.300,10
1,music hall,9.304.220.779.220.780,6.753.181.818.181.810,23.194.113.636.363.600,32.517.142.857.142.800,22.232.386.688.311.600,2.607.662.337.662.330,-15.127.220.779.220.700,24.026.428.571.428.500,11.180.777.272.727.200,7.388.181.818.181.810,10.376.623.376.623.300,0
0,musica afroperuana,0.59,691,301427.0,805,0.0,975,-6.81,947,142.503,866,65.0,2
1,musica alagoana,4.645.384.615.384.610,6.446.153.846.153.840,23.825.738.461.538.400,4.911.538.461.538.460,"9,79E+10",16.324.615.384.615.300,-13.158.615.384.615.300,4.272.307.692.307.690,11.567.184.615.384.600,6.941.538.461.538.460,5.323.076.923.076.920,9
0,musica andina,7.373.238.095.238.090,5.688.380.952.380.950,2.812.919.142.857.140,5.219.047.619.047.610,2.755.517.268.571.420,13.468.476.190.476.100,-11.385.866.666.666.600,6.699.238.095.238.090,12.108.977.142.857.100,5.963.619.047.619.040,4.163.809.523.809.520,4
1,musica andina colombiana,2.676.260.869.565.210,769.304.347.826.087,2.276.937.391.304.340,592.391.304.347.826,481.250.695.652.174,9.206.521.739.130.430,-7.851.608.695.652.170,1.068.782.608.695.650,10.958.760.869.565.200,9.251.304.347.826.080,4.308.695.652.173.910,0
1,musica antigua,995,5.209.999.999.999.990,157492.5,12.522,879,1.265,-24.856,7.245,98.515,5.015.000.000.000.000,0.0,4
0,musica aragonesa,1.373.290.434.782.600,5.019.130.434.782.600,2.703.507.826.086.950,8.305.217.391.304.340,2.808.665.869.565.210,1.949.782.608.695.650,-5.311.695.652.173.910,4.432.608.695.652.170,13.518.986.956.521.700,513.695.652.173.913,4.969.565.217.391.300,11
1,musica ayacuchana,6.809.999.999.999.990,589,270380.0,7.795.000.000.000.000,"5,57E+10",135,-5.186,375,12.559.299.999.999.900,733,48.0,7
1,musica canaria,4.911.666.666.666.660,7.851.666.666.666.660,18.722.916.666.666.600,6.255.000.000.000.000,21.666.666.666.666.600,7.566.666.666.666.660,-5.258.666.666.666.660,10.598.333.333.333.300,10.736.216.666.666.600,6.756.666.666.666.660,7.516.666.666.666.660,6
1,musica costarricense,338,617,223467.0,3.720.000.000.000.000,0.0,159,-13.622,339,131.562,28.600.000.000.000.000,53.0,2
1,musica costena,2.370.073.333.333.330,7.212.094.444.444.440,21.086.477.222.222.200,6.235.261.111.111.110,2.694.368.583.333.330,10.689.972.222.222.200,-7.310.103.888.888.880,59.517.999.999.999.900,12.549.263.611.111.100,8.582.655.555.555.550,4.379.333.333.333.330,2
1,musica cristiana guatemalteca,4.501.333.333.333.330,634.111.111.111.111,24.973.833.333.333.300,5.421.111.111.111.110,3.321.222.222.222.220,12.353.333.333.333.300,-7.243.111.111.111.100,4.135.555.555.555.550,10.355.733.333.333.300,4.676.666.666.666.660,4.266.666.666.666.660,6
1,musica de fondo,0.99,156,202796.0,0.11,991,104,-24.097,412,68.262,382,54.0,0
1,musica gaucha tradicionalista,9.602,6.442.000.000.000.000,162554.4,4.242,9.138,1.648,-131.112,4.138,8.559.880.000.000.000,8.036,2.2,8
1,musica hondurena,16.999.999.999.999.900,7.805,287159.0,6.721.666.666.666.660,8.397.083.333.333.330,2.098,-11.075.999.999.999.900,6.338.333.333.333.330,11.473.100.000.000.000,8.176.666.666.666.660,4.133.333.333.333.330,3
1,musica infantil,6.247.333.333.333.330,6.399.833.333.333.330,22.720.791.666.666.600,5.470.833.333.333.330,3.424.437.283.333.330,14.519.166.666.666.600,-12.126.716.666.666.600,11.732,12.368.971.666.666.600,6.819.666.666.666.660,35.766.666.666.666.600,4
1,musica jibara,6.036.111.111.111.110,6.829.135.802.469.130,1.947.758.302.469.130,5.189.814.814.814.810,1.980.823.456.790.120,17.376.327.160.493.800,-979.579.012.345.679,7.303.858.024.691.350,11.062.925.925.925.900,8.672.222.222.222.220,2.908.333.333.333.330,9
1,musica juiz-forana,39.855,6.595,208480.0,5.585,23.254.515,153,-11.6,757,127.191,7.515.000.000.000.000,25.5,11
1,musica llanera,6.451.279.153.766.770,592.939.628.482.972,22.297.061.919.504.600,5.244.009.287.925.690,73.070.958.101.135.100,12.192.760.577.915.300,-10.268.227.554.179.500,4.853.462.332.301.340,12.101.090.712.074.300,7.605.928.792.569.650,392.765.737.874.097,7
0,musica nicaraguense,7.419.642.857.142.850,5.144.151.785.714.280,2.113.264.821.428.570,4.099.508.928.571.420,904.173.375,18.204.955.357.142.800,-10.793.558.035.714.200,4.662.857.142.857.140,11.863.082.142.857.100,5.989.955.357.142.850,23.142.857.142.857.100,5
1,musica para criancas,473,6.739.999.999.999.990,26.404.433.333.333.300,6.003.000.000.000.000,7.399.999.999.999.990,44.500.000.000.000.000,-14.627.333.333.333.300,13.313.333.333.333.300,15.535.733.333.333.300,6.126.666.666.666.660,40.333.333.333.333.300,1
1,musica para ninos,5.417.857.142.857.140,463.547.619.047.619,124772.5,25.470.215.952.380.900,33.951.334.523.809.500,847.952.380.952.381,-12.229.178.571.428.500,8.323.571.428.571.420,1.092.054.761.904.760,5.537.976.190.476.190,46.535.714.285.714.200,0
1,musica paraibana,782,542,216800.0,14.800.000.000.000.000,0.0,7.040.000.000.000.000,-12.99,394,89.585,248,59.0,11
1,musica piemonteisa,968,4.520.000.000.000.000,200673.0,4.015,1.405,20.970.000.000.000.000,-11.517.999.999.999.900,1.413,15.721.749.999.999.900,7.484.999.999.999.990,1.5,8
1,musica popular colombiana,4.343.518.492.454.450,6.860.921.495.034.790,2.427.850.035.479.700,5.566.968.195.324.100,1.851.850.433.673.460,18.904.637.188.208.600,-8.044.187.407.146.760,60.639.976.737.821.500,12.692.827.948.823.200,8.010.611.756.196.730,41.340.429.275.158.300,9
0,musica popular mineira,3.388.408.413.461.530,5.387.235.576.923.070,1.750.211.302.884.610,4.609.240.384.615.380,5.819.747.283.653.840,1.903.664.423.076.920,-12.605.123.557.692.300,5.848.831.730.769.230,12.527.906.826.923.000,5.839.807.692.307.690,41.411.057.692.307.600,4
1,musica popular paraense,5.702,6.406,185789.4,5.156.000.000.000.000,"3,07E+10",16.921.999.999.999.900,-101.072,11.974.000.000.000.000,13.636.459.999.999.900,7.120.000.000.000.000,42.0,2
1,musica potosina,2.572.133.333.333.330,7.318.666.666.666.660,18.484.933.333.333.300,6.684.333.333.333.330,93.181.097,17.529.333.333.333.300,-58.159,49.703.333.333.333.300,10.228.743.333.333.300,8.565.999.999.999.990,44.5,5
1,musica prehispanica,8.589.166.666.666.660,6.135.833.333.333.330,12.506.766.666.666.600,34.966.666.666.666.600,40.363.666.666.666.600,3.271.833.333.333.330,-207.815,2.278.166.666.666.660,12.649.908.333.333.300,7.927.500.000.000.000,4.833.333.333.333.330,6
0,musica sarda,8.859.999.999.999.990,5.309.999.999.999.990,174453.25,27.975,1.735.175,97.775,-14.091.500.000.000.000,22.765.000.000.000.000,14.235.125.000.000.000,7.575,46.25,7
1,musica tradicional cubana,7.036.013.457.294.330,6.244.613.897.342.900,21.458.725.383.443.600,4.693.366.853.477.800,15.823.501.698.580.700,15.967.354.922.078.200,-10.825.007.219.922.700,61.117.123.092.817.400,11.365.495.969.469.700,7.603.687.149.859.940,24.106.407.291.185.500,7
1,musica tropical guatemalteca,17.079.999.999.999.900,6.545.000.000.000.000,552447.0,6.094.999.999.999.990,"1,06E-02",4.975,-9.508,406,13.118.099.999.999.900,9.435,35.0,7
1,musical advocacy,17.724.999.999.999.900,5.615,326663.0,561,"3,66E-01",8.687.500.000.000.000,-10.705.750.000.000.000,40.775,9.392.075,32.325,69.75,4
1,musikkorps,87.025,637.625,178.057.375,6.038.749.999.999.990,"3,98E+10",2.525,-7.340.000.000.000.000,3.935,115.784.625,598.625,26.875,3
0,musique concrete,0.12,5.489.999.999.999.990,562960.0,527,3.02e-05,395,-10.149,154,133.726,722,32.0,5
0,musique peule,16,478,266931.0,7.040.000.000.000.000,0.0,0.09,-8.271,471,149.903,228,55.0,1
1,musique pour enfant quebecois,773,782,45004.0,344,0.0,848,-7.504,582,134.746,953,47.0,3
1,musique pour enfants,913,473,1622000.0,492,276,322,-21.929,725,120.51,122,27.0,0
1,musique touareg,561,535,452507.0,364,284,122,-14.112,352,93.217,0.47,43.0,7
1,muzica populara,9.354.602.272.727.270,4.789.699.675.324.670,16.539.164.366.883.100,31.226.298.701.298.700,22.072.016.379.870.100,20.549.285.714.285.700,-13.132.934.253.246.700,50.514.935.064.935.000,10.230.165.503.246.700,5.623.060.064.935.060,4.372.294.372.294.370,7
1,muzika l'yeladim,7.982.499.999.999.990,72.125,120036.5,21.950.000.000.000.000,"8,18E-02",8.895,-12.378,24.645,1.165.725,6.025,35.0,2
1,naija worship,2.424.541.666.666.660,5.011.666.666.666.660,38.020.883.333.333.300,6.000.416.666.666.660,"2,00E-07",4.597.833.333.333.330,-71.104.166.666.666.600,13.753.333.333.333.300,10.083.879.166.666.600,3.747.750.000.000.000,5.095.833.333.333.330,11
1,nantes indie,3.753.333.333.333.330,5.666.666.666.666.660,1.975.423.333.333.330,8.076.666.666.666.660,"1,58E+11",5.545,-4.171,14.386.666.666.666.600,10.373.333.333.333.300,32.266.666.666.666.600,54.0,10
0,narodna muzika,3.420.466.666.666.660,5.449.666.666.666.660,21.112.356.666.666.600,5.660.999.999.999.990,5.242.166.666.666.660,21.685,-8.430.433.333.333.330,3.761.333.333.333.330,10.974.223.333.333.300,6.086.666.666.666.660,41.6,7
1,nashville americana,67.438,53.325,206795.3,3.422.000.000.000.000,"7,16E-01",9.681,-98.723,35.664.999.999.999.900,1.248.262,3.876.999.999.999.990,58.25,2
1,nashville hip hop,14.801.660.734.149.000,7.738.450.500.556.170,2.404.165.609.010.010,6.569.327.030.033.370,"2,44E+10",15.976.409.899.888.700,-5.736.947.330.367.070,18.904.857.063.403.700,10.354.714.944.382.600,6.164.701.334.816.460,52.309.621.802.002.200,11
1,nashville indie,34.665.166.666.666.600,5.674.583.333.333.330,2.123.738.125,6.435,"2,71E+11",23.314.166.666.666.600,-6.729.604.166.666.660,4.803.125,1.321.534.375,4.212.916.666.666.660,5.820.833.333.333.330,7
1,nashville singer-songwriter,502.957.905.844.156,4.952.852.272.727.270,23.676.590.844.155.800,5.082.096.103.896.100,6.503.512.863.636.360,20.563.352.272.727.200,-9.126.052.272.727.270,6.572.826.298.701.300,12.265.237.678.571.400,3.756.612.012.987.010,51.005.519.480.519.400,9
1,nashville sound,6.355.524.636.550.370,5.446.309.650.422.160,1.678.301.468.473.490,39.935.865.601.790.600,6.957.747.569.231.820,17.238.817.750.647.000,-11.931.104.179.247.700,45.580.267.140.967,11.553.658.438.651.300,5.908.261.290.458.500,3.085.808.443.688.320,7
0,native american,7.719.534.388.292.860,3.872.651.232.825.140,23.389.047.539.996.200,2.199.457.980.425.370,4.761.124.227.166.380,1.387.384.396.762.650,-21.300.133.032.185.200,6.293.811.876.529.260,10.236.328.885.751.900,4.694.859.495.576.880,3.845.028.232.636.920,6
1,native american contemporary,3.822.844.444.444.440,5.965.722.222.222.220,199273.25,5.796.111.111.111.110,497.853.511.111.111,15.931.888.888.888.800,-10.211.411.111.111.100,5.510.222.222.222.220,11.366.379.444.444.400,6.930.694.444.444.440,3.432.777.777.777.770,11
0,native american flute,9.777.054.924.242.420,2.809.611.742.424.240,28.889.793.844.696.900,11.617.413.825.757.500,5.519.985.606.060.600,1.446.571.022.727.270,-2.380.252.367.424.240,7.719.668.560.606.050,8.916.173.011.363.630,4.997.335.227.272.720,394.810.606.060.606,6
1,native american hip hop,135,6.509.999.999.999.990,189531.0,8.759.999.999.999.990,0.0,224,-7.033,35.700.000.000.000.000,76.166,736,48.0,8
0,native american spiritual,994,295,123293.0,839,6.679.999.999.999.990,119,-28.111,697,171.604,407,33.0,10
0,navajo,9.104.949.494.949.490,4.712.828.282.828.280,11.224.846.464.646.400,19.737.217.171.717.100,23.468.151.515.151.500,14.867.929.292.929.200,-17.795.449.494.949.400,9.293.484.848.484.850,130.302.297.979.798,4.769.373.737.373.730,14.207.070.707.070.700,11
0,nederlandse hardstyle,762,341,237818.0,994,0.0,35.200.000.000.000.000,0.06,374,157.607,0.22,0.0,1
1,nederpop,2.335.782.588.888.880,5.251.688.888.888.880,21.842.777.888.888.800,6.045.016.666.666.660,18.529.886.055.555.500,1.682.291.111.111.110,-923.118,380.181.111.111.111,12.215.431,5.606.533.333.333.330,4.334.499.999.999.990,7
1,neo classical metal,7.701.032.846.504.010,4.115.569.650.451.880,3.040.743.688.946.850,8.156.677.159.587.910,2.728.863.388.590.470,2.382.278.235.405.800,-7.958.238.893.311.700,6.863.424.531.918.030,13.532.112.348.455.200,39.654.877.092.407.900,43.367.625.000.558.400,9
0,neo kyma,0.82,5.660.000.000.000.000,158640.0,30.499.999.999.999.900,8.049.999.999.999.990,1.205,-14.316,3.595,118.227,4.775,28.0,7
1,neo mellow,3.844.574.598.672.570,5.406.915.969.786.720,23.187.346.594.486.400,5.465.389.448.567.380,2.887.611.651.237.930,16.062.425.410.731.100,-8.346.804.279.437.440,48.347.312.267.192.400,12.216.923.286.692.100,4.479.259.061.681.330,5.295.388.011.792.160,0
0,neo r&b,3.429.492.666.666.660,6.505.933.333.333.330,2.694.473.633.333.330,5.388.500.000.000.000,12.714.652.899.999.900,18.334.833.333.333.300,-9.585.630.000.000.000,18.955.566.666.666.600,10.551.514.333.333.300,48.954.200.000.000.000,4.641.666.666.666.660,11
1,neo soul,28.938.768.823.318.500,6.564.879.000.811.890,26.450.078.434.264.500,5.474.153.596.195.740,10.855.547.860.488.400,16.744.977.542.162.100,-8.202.191.825.378.230,10.021.455.289.639.600,11.300.094.081.655.500,527.623.687.537.789,4.756.996.170.594.450,11
1,neo-classical,7.990.216.354.723.700,4.174.434.173.669.460,23.391.535.859.116.300,2.360.459.450.598.420,7.333.185.371.091.160,13.301.567.704.354.400,-1.943.666.022.727.270,60.811.473.453.017.500,10.779.813.548.192.000,25.681.496.785.077.600,513.761.236.312.707,1
0,neo-kraut,0.65,0.34,442573.0,489,523,0.11,-9.871,489,140.359,628,0.0,6
1,neo-pagan,557.836,4.628,235328.0,342,115.238.004,9.846,-155.054,3.998,938.506,29.924,38.6,6
1,neo-progressive,27.801.200.520.833.300,3.554.947.916.666.660,35.265.694.270.833.300,4.913.010.416.666.660,15.838.702.083.333.300,15.942.708.333.333.300,-12.481.921.875,46.108.333.333.333.300,11.324.943.229.166.600,3.589.177.083.333.330,3.672.395.833.333.330,4
1,neo-psychedelic,20.788.734.202.665.500,4.832.845.499.778.780,26.100.054.119.867.700,6.767.677.877.589.480,2.549.701.972.284.800,1.892.068.475.851.050,-7.279.730.918.939.620,5.519.049.447.371.190,12.338.077.046.050.500,5.082.906.133.952.890,5.248.424.744.287.650,11
1,neo-rockabilly,5.109.708.333.333.330,5.569.333.333.333.330,16.082.242.083.333.300,7.620.208.333.333.330,3.775.553.808.333.330,414.675,-74.775.874.999.999.900,60.173.333.333.333.300,14.103.491.666.666.600,8.508.875,241.125,9
1,neo-singer-songwriter,6.308.421.296.296.290,6.153.240.740.740.740,21.088.243.981.481.400,3.883.657.407.407.400,3.075.648.148.148.140,1.018.824.074.074.070,-8.741.273.148.148.140,4.301.851.851.851.850,12.024.884.722.222.200,3.797.962.962.962.960,6.041.666.666.666.660,11
1,neo-synthpop,13.000.891.029.551.800,5.819.022.032.563.020,25.935.845.907.913.100,7.295.347.706.582.630,11.980.616.921.813.700,17.806.839.898.459.300,-6.429.804.730.392.150,50.578.667.804.621.800,12.735.837.141.544.100,5.065.710.353.641.450,5.171.475.052.521.000,6
1,neo-trad metal,67.571.957.142.857.100,3.342.619.047.619.040,2.682.609.285.714.280,9.181.904.761.904.760,57.603.909.523.809.500,26.699.047.619.047.600,-60.014.047.619.047.600,10.255.714.285.714.200,14.984.604.761.904.700,3.048.190.476.190.470,3.716.666.666.666.660,3
1,neo-traditional bluegrass,6.662.708.333.333.330,5.688.875,21.972.391.666.666.600,4.758.916.666.666.660,7.302.495.249.999.990,22.087.958.333.333.300,-97.192.875,3.357.458.333.333.330,14.192.939.999.999.900,573.875,42.15,7
1,neo-traditional country,6.019.333.333.333.330,5.282.666.666.666.660,27.042.506.666.666.600,5.764.666.666.666.660,13.337.181.333.333.300,4.682.666.666.666.660,-89.684,56.833.333.333.333.300,12.163.953.333.333.300,7.115.999.999.999.990,2.053.333.333.333.330,5
1,neoclassical darkwave,5.749.932.480.763.310,4.247.706.371.191.130,24.173.165.373.961.200,4.092.317.174.515.230,5.644.414.716.528.160,12.592.259.156.663.500,-13.432.139.119.729.100,3.240.875.654.047.390,105.282.242.228.378,3.041.626.038.781.160,4.328.316.405.047.700,6
1,neoclassicism,9.213.422.915.563.540,33.796.327.871.140.200,2.959.134.223.024.010,21.069.684.336.813.500,6.572.294.924.087.640,15.900.809.737.123.500,-19.738.232.539.958.400,6.525.166.012.608.880,10.800.328.895.481.800,2.230.847.792.155.400,3.517.250.645.186.740,0
0,neofolk,3.732.666.666.666.660,37.933.333.333.333.300,24.755.133.333.333.300,5.473.333.333.333.330,3.433.333.333.333.330,2.266.666.666.666.660,-10.747.333.333.333.300,3.463.333.333.333.330,10.816.633.333.333.300,4.090.000.000.000.000,39.333.333.333.333.300,4
1,neon pop punk,7.276.113.290.745.650,5.537.626.922.166.470,21.646.348.484.456.900,7.989.914.843.837.250,137.205.946.900.161,20.449.143.263.390.200,-4.942.292.255.080.200,7.478.894.753.779.810,1.280.025.407.342.270,5.631.374.468.107.350,5.009.298.948.473.320,1
0,neotango,2.341,8.116.666.666.666.660,30.384.433.333.333.300,6.670.000.000.000.000,4.894.000.000.000.000,792,-7.612.000.000.000.000,4.253.333.333.333.330,109.822,4.853.333.333.333.330,49.0,4
0,nepali indie,988,606,198155.0,341,161,0.19,-7.602,794,82.913,6.659.999.999.999.990,0.0,8
0,nepali pop,988,606,198155.0,341,161,0.19,-7.602,794,82.913,6.659.999.999.999.990,0.0,8
1,nerdcore,43.775,0.53,348091.5,7.295,2.585,1.925,-64.855,1.335,9.835.099.999.999.990,3.870.000.000.000.000,51.5,2
1,neue deutsche harte,441.598.905.102.041,5.814.887.755.102.040,27.722.459.387.755.100,8.865.489.795.918.360,3.552.444.724.489.790,2.559.768.367.346.930,-5.498.198.979.591.830,611.854.081.632.653,12.585.044.489.795.900,4.433.030.612.244.890,4.507.040.816.326.520,2
0,neue deutsche todeskunst,12.315.777.777.777.700,5.444.444.444.444.440,3.637.518.888.888.880,6.849.999.999.999.990,13.669,27.411.111.111.111.100,-11.855.666.666.666.600,3.135.555.555.555.550,13.138.366.666.666.600,5.963.333.333.333.330,4.277.777.777.777.770,11
1,neue deutsche welle,10.626.170.958.333.300,6.627.930.555.555.550,2.729.290.805.555.550,5.901.166.666.666.660,20.278.589.727.777.700,12.815.875,-11.468.080.555.555.500,699.298.611.111.111,1.323.056.013.888.880,6.747.819.444.444.440,3.851.944.444.444.440,11
1,neurofunk,708,478,353267.0,987,0.11,749,-29.130.000.000.000.000,102,140.04,324,45.0,6
